329.3	110.4	18.12	428.0	139.4	227.8	124.63	-234.25	385.4	-236.5	1167.0	0.0	-234.0	NaN	NaN	NaN	NaN	-233.4	-47.25	-268.1	NaN	31.0	-126.2	179.7	24.28	NaN	NaN	NaN	103.9	NaN	NaN	NaN	298.13	NaN	NaN	NaN	-11.4	NaN	308.9	NaN	-70.24	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
83.36	26.51	52.13	65.69	237.7	238.4	-314.7	-178.5	191.1	-7.838	461.3	457.3	0.0	-78.36	251.5	5422.3	-46.39	213.2	-18.51	664.6	301.1	137.8	-154.3	47.67	134.8	95.18	155.11	140.9	-8.538	170.1	-20.11	-149.5	-202.3	-156.57	128.8	NaN	240.2	-273.9	254.8	-172.51	417.0	1338.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-30.48	1.163	-44.85	296.4	-242.8	-481.7	-330.48	-870.8	NaN	NaN	NaN	NaN	222.1	0.0	-107.2	-41.11	-200.7	NaN	358.9	NaN	-82.92	NaN	NaN	-99.81	30.05	NaN	NaN	NaN	-70.14	NaN	NaN	NaN	NaN	NaN	874.19	NaN	NaN	NaN	-164.0	NaN	NaN	-664.4	275.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN
65.33	-28.7	-22.31	223.0	-150.0	-370.3	-448.2	NaN	394.6	NaN	136.0	NaN	-56.08	127.4	0.0	-189.2	138.54	431.49	147.1	NaN	NaN	NaN	NaN	71.23	-18.93	NaN	NaN	NaN	NaN	NaN	939.07	NaN	NaN	NaN	NaN	NaN	NaN	570.9	-255.22	NaN	-38.77	448.1	-1327.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-83.98	-25.38	-223.9	109.9	28.6	-406.8	-598.8	NaN	225.3	NaN	2889.0	NaN	-194.1	38.89	865.9	0.0	287.43	NaN	1255.1	NaN	-182.91	-73.85	-352.9	-262.0	-181.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	243.1	NaN	NaN	-196.3	22.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
1139.0	2000.0	247.5	762.8	-17.4	-118.1	-341.6	-253.1	-450.3	NaN	-294.8	NaN	285.36	-15.07	64.3	-24.46	0.0	89.7	-281.6	-396.0	287.0	-111.0	NaN	882.0	617.5	NaN	-139.3	NaN	NaN	NaN	0.1004	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-334.4	NaN	-89.42	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-101.6	-47.63	31.87	49.8	-132.3	-378.2	-332.9	-341.6	29.1	NaN	8.87	554.4	-156.1	NaN	-207.66	NaN	117.4	0.0	-169.7	-153.7	NaN	-351.6	-114.7	-205.3	-2.17	NaN	2845.0	NaN	NaN	NaN	NaN	NaN	-60.78	NaN	NaN	NaN	160.7	-158.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-136.6
24.82	-40.62	-22.97	-138.4	185.4	162.6	242.8	NaN	-287.5	224.66	-266.6	99.37	38.81	-157.3	-108.5	-446.86	777.4	134.3	0.0	205.27	4.933	-152.7	-15.62	-54.86	-4.624	-0.515	NaN	230.9	0.4604	NaN	177.5	NaN	-62.17	-203.0	NaN	81.57	-55.77	NaN	-151.5	NaN	120.3	NaN	NaN	NaN	NaN	NaN	16.23	NaN	NaN	NaN
315.3	1264.0	62.32	89.86	-151.0	339.8	-66.17	-11.0	-297.8	-165.5	-256.3	193.9	-338.5	NaN	NaN	NaN	493.8	-313.5	92.07	0.0	13.41	-44.7	39.63	183.4	-79.08	NaN	NaN	NaN	NaN	-208.9	NaN	228.4	-95.0	NaN	-463.6	NaN	-11.16	NaN	-228.0	NaN	-337.0	169.3	127.2	NaN	NaN	-322.3	NaN	NaN	NaN	NaN
91.46	40.25	4.68	122.9	562.2	529.0	698.2	NaN	286.3	-47.51	35.38	NaN	225.4	131.2	NaN	151.38	429.7	NaN	54.32	519.1	0.0	108.3	249.2	62.42	153.0	32.73	86.2	450.1	59.02	65.56	NaN	2.22	344.4	NaN	NaN	NaN	-168.2	NaN	6.57	NaN	63.67	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.01	-23.5	121.3	140.8	527.6	669.9	708.7	1633.5	82.86	190.6	-132.9	80.99	-197.7	NaN	NaN	-141.4	140.8	587.3	258.6	543.3	-84.53	0.0	0.0	56.33	223.1	108.9	NaN	NaN	NaN	149.56	NaN	177.6	315.9	NaN	215.0	NaN	-91.8	NaN	-160.28	NaN	-96.87	NaN	NaN	NaN	NaN	NaN	361.1	NaN	NaN	NaN
36.7	51.06	288.5	69.9	742.1	649.1	826.76	NaN	552.1	242.8	176.5	235.6	-20.93	NaN	NaN	-293.7	NaN	18.98	74.04	504.2	-157.1	0.0	0.0	-30.1	192.1	NaN	NaN	116.6	NaN	-64.38	NaN	86.4	168.8	NaN	363.7	NaN	111.2	NaN	NaN	NaN	255.8	NaN	NaN	-35.68	NaN	NaN	NaN	565.9	NaN	NaN
-78.45	160.9	-4.7	134.7	856.3	709.6	1201.0	10000.0	372.0	NaN	129.5	351.9	113.9	261.1	91.13	316.9	898.2	368.5	492.0	631.0	11.8	17.97	51.9	0.0	-75.97	490.9	534.7	132.2	NaN	546.7	NaN	247.8	146.6	NaN	337.7	369.5	187.1	215.2	498.6	NaN	256.5	NaN	233.1	NaN	NaN	NaN	423.1	63.95	NaN	108.5
106.8	70.32	-97.27	402.5	325.7	612.8	-274.5	622.3	518.4	NaN	-171.1	383.3	-25.15	108.5	102.2	2951.0	334.9	20.18	363.5	993.4	-129.7	-8.309	-0.2266	-248.4	0.0	132.7	2213.0	NaN	NaN	NaN	NaN	NaN	593.4	NaN	1337.37	NaN	NaN	NaN	5143.14	309.58	-145.1	NaN	NaN	-209.7	NaN	NaN	434.1	NaN	NaN	NaN
-32.69	-1.996	10.38	-97.05	261.6	252.6	417.9	NaN	-142.6	NaN	129.3	NaN	-94.49	NaN	NaN	NaN	NaN	NaN	0.2827	NaN	113.0	-9.639	NaN	-34.68	132.9	0.0	533.2	320.2	NaN	NaN	139.8	304.3	10.17	-27.7	NaN	NaN	10.76	NaN	-223.1	NaN	248.4	NaN	NaN	NaN	-218.9	NaN	NaN	NaN	NaN	-4.565
5541.0	NaN	1824.0	-127.8	561.6	511.29	360.7	815.12	-101.5	NaN	NaN	NaN	220.66	NaN	NaN	NaN	134.9	2475.0	NaN	NaN	1971.0	NaN	NaN	514.6	-123.1	-85.12	0.0	NaN	NaN	NaN	NaN	2990.0	-124.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-52.65	16.62	21.5	40.68	609.8	914.2	1081.0	1421.0	303.7	NaN	243.8	NaN	112.4	NaN	NaN	NaN	NaN	NaN	335.7	NaN	-73.09	NaN	-26.06	-60.71	NaN	277.8	NaN	0.0	NaN	NaN	NaN	292.7	NaN	NaN	NaN	NaN	-47.37	NaN	NaN	NaN	469.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-7.481	NaN	28.41	19.56	461.6	448.6	NaN	NaN	160.6	NaN	NaN	201.5	63.71	106.7	NaN	NaN	NaN	NaN	161.0	NaN	-27.94	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	31.66	NaN	NaN	NaN	78.92	NaN	NaN	NaN	NaN	1004.0	NaN	NaN	NaN	-18.27	NaN	NaN
-25.31	82.64	157.3	128.8	521.6	287.0	23.48	NaN	317.5	NaN	-146.3	NaN	-87.31	NaN	NaN	NaN	NaN	NaN	NaN	570.6	-39.46	-116.21	48.48	-133.16	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	262.9	NaN	NaN	NaN	43.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
140.0	NaN	221.4	150.6	267.6	240.8	-137.4	838.4	135.4	NaN	152.0	NaN	9.207	NaN	-213.74	NaN	192.3	NaN	169.6	NaN	NaN	NaN	NaN	NaN	NaN	481.3	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	-417.2	NaN	NaN	NaN	302.2	NaN	347.8	NaN	NaN	-262.0	NaN	NaN	-353.5	NaN	NaN	NaN
128.0	NaN	58.68	26.41	501.3	431.3	NaN	NaN	138.0	245.9	21.92	NaN	476.6	NaN	NaN	NaN	NaN	NaN	NaN	616.6	179.25	-40.82	21.76	48.49	NaN	64.28	2448.0	-27.45	NaN	NaN	NaN	0.0	6.37	NaN	NaN	NaN	NaN	NaN	NaN	NaN	68.55	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-31.52	174.6	-154.2	1112.0	524.9	494.7	79.18	NaN	-142.6	NaN	24.37	-92.26	736.4	NaN	NaN	NaN	NaN	-42.71	136.9	5256.0	-262.3	-174.5	-46.8	77.55	-185.3	125.3	4288.0	NaN	NaN	NaN	NaN	37.1	0.0	NaN	32.9	NaN	-48.33	NaN	336.25	NaN	-195.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-72.88	41.38	-101.12	614.52	68.95	967.71	NaN	NaN	443.6	-55.87	-111.45	NaN	173.77	NaN	NaN	NaN	NaN	NaN	329.1	NaN	NaN	NaN	NaN	NaN	NaN	174.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	2073.0	NaN	-119.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.49	64.07	-2.504	-143.2	-25.87	695.0	-240.0	NaN	110.4	NaN	41.57	NaN	-93.51	-366.51	NaN	-257.2	NaN	NaN	NaN	-180.2	NaN	-215.0	-343.6	-58.43	-334.12	NaN	NaN	NaN	85.7	NaN	535.8	NaN	-111.2	NaN	0.0	NaN	NaN	NaN	-97.71	NaN	153.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-165.9	573.0	-123.6	397.4	389.3	218.8	386.6	NaN	114.55	354.0	175.5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-42.31	NaN	NaN	NaN	NaN	-85.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	-208.8	NaN	-8.804	NaN	423.4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.41	124.2	395.8	419.1	738.9	528.0	NaN	NaN	-40.9	183.8	611.3	134.5	-217.9	NaN	NaN	NaN	NaN	281.6	335.2	898.2	383.2	301.9	-149.8	-134.2	NaN	379.4	NaN	167.9	NaN	82.64	NaN	NaN	322.42	631.5	NaN	837.2	0.0	NaN	255.0	NaN	730.8	NaN	NaN	NaN	NaN	NaN	NaN	2429.0	NaN	NaN
-5.132	-131.7	-237.2	-157.3	649.7	645.9	NaN	NaN	NaN	NaN	NaN	NaN	167.1	NaN	-198.8	116.5	NaN	159.8	NaN	NaN	NaN	NaN	NaN	-124.6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	-110.65	-117.2	NaN	NaN	NaN	26.35	NaN	NaN	NaN	NaN	NaN	NaN
-31.95	249.0	-133.9	-240.2	64.16	172.2	-287.1	NaN	97.04	13.89	-82.12	-116.7	-158.2	49.7	10.03	-185.2	343.7	NaN	150.6	-97.77	-55.21	397.24	NaN	-186.7	-374.16	223.6	NaN	NaN	-71.0	NaN	-191.7	NaN	-176.26	6.699	136.6	5.15	-137.7	50.06	0.0	-5.579	72.31	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
147.3	62.4	140.6	839.83	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	278.15	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	33.95	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	185.6	55.8	0.0	NaN	NaN	NaN	NaN	111.8	NaN	NaN	NaN	NaN	NaN
529.0	1397.0	317.6	615.8	88.63	171.0	284.4	-167.3	123.4	577.5	-234.9	65.37	-247.8	NaN	284.5	NaN	-22.1	NaN	-61.6	1179.0	182.2	305.4	-193.0	335.7	1107.0	-124.7	NaN	885.5	NaN	-64.28	-264.3	288.1	627.7	NaN	-29.34	-53.91	-198.0	NaN	-28.65	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
-34.36	NaN	787.9	191.6	1913.0	NaN	180.2	NaN	992.4	NaN	NaN	NaN	448.5	961.8	1464.0	NaN	NaN	NaN	NaN	2450.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	-2166.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
110.2	NaN	234.4	221.8	84.85	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-125.2	1604.0	NaN	NaN	NaN	NaN	2496.0	NaN	NaN	NaN	70.81	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	745.3	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
13.89	-16.11	-23.88	6.214	796.9	NaN	832.2	-234.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-196.2	NaN	161.5	NaN	NaN	NaN	-274.1	NaN	262.0	NaN	NaN	NaN	NaN	NaN	-66.31	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN	NaN
30.74	NaN	167.9	NaN	794.4	762.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	844.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-32.17	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN	NaN
27.97	9.755	NaN	NaN	394.8	NaN	-509.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-70.25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN	NaN
-11.92	132.4	-86.88	-19.45	517.5	NaN	-205.7	NaN	156.4	NaN	-3.444	NaN	NaN	NaN	NaN	NaN	NaN	NaN	119.2	NaN	NaN	-194.7	NaN	3.163	7.082	NaN	NaN	NaN	NaN	NaN	515.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	101.2	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN	NaN
39.93	543.6	NaN	NaN	NaN	420.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-363.1	-11.3	NaN	NaN	NaN	NaN	6.971	NaN	NaN	NaN	NaN	NaN	NaN	NaN	148.9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN	NaN
-23.61	161.1	142.9	274.1	-61.2	-89.24	-384.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.0	NaN
-8.479	NaN	23.93	2.845	682.5	597.8	NaN	810.5	278.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	221.4	NaN	NaN	NaN	NaN	NaN	-79.34	NaN	176.3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
